-1.108165e+00,-5.000000e-01
-1.108165e+00,-5.636759e-01
-1.108165e+00,-5.636759e-01
-1.108165e+00,-5.636759e-01
-1.108165e+00,-5.636759e-01
-1.108165e+00,-5.636759e-01
-1.108165e+00,-5.636759e-01
-1.108165e+00,-5.636759e-01
-1.225982e+00,-5.636759e-01
-1.225982e+00,-5.636759e-01
-1.225982e+00,-5.636759e-01
-1.225982e+00,-5.636759e-01
-1.225982e+00,-5.854905e-01
-1.225982e+00,-5.854905e-01
-1.225982e+00,-6.013264e-01
-1.225982e+00,-6.013264e-01
-1.225982e+00,-6.013264e-01
-1.225982e+00,-6.013264e-01
-1.225982e+00,-6.138694e-01
-1.225982e+00,-7.075675e-01
-1.225982e+00,-7.075675e-01
-1.225982e+00,-8.318353e-01
-1.225982e+00,-8.318353e-01
-1.225982e+00,-8.318353e-01
-1.225982e+00,-8.318353e-01
-9.910004e-01,-8.318353e-01
-9.564217e-01,-8.318353e-01
-9.564217e-01,-8.318353e-01
-9.564217e-01,-8.318353e-01
-9.564217e-01,-9.407528e-01
-9.564217e-01,-9.407528e-01
-9.564217e-01,-9.001392e-01
-9.564217e-01,-8.440375e-01
-1.026864e+00,-8.440375e-01
-1.026864e+00,-8.440375e-01
-1.140193e+00,-8.440375e-01
-1.140193e+00,-7.822928e-01
-1.136648e+00,-7.822928e-01
-1.140221e+00,-7.822928e-01
-1.140221e+00,-8.288528e-01
-1.173011e+00,-8.288528e-01
-1.173011e+00,-8.288528e-01
-1.173011e+00,-8.381593e-01
-1.173011e+00,-8.381593e-01
-1.191723e+00,-8.381593e-01
-1.165434e+00,-8.381593e-01
-1.091893e+00,-8.381593e-01
-1.082822e+00,-8.381593e-01
-9.787297e-01,-8.381593e-01
-9.787297e-01,-8.898561e-01
-9.787297e-01,-8.898561e-01
-1.088339e+00,-8.898561e-01
-1.088339e+00,-8.898561e-01
-1.088339e+00,-8.898561e-01
-1.088339e+00,-8.898561e-01
-1.088339e+00,-8.057651e-01
-1.088339e+00,-8.057651e-01
-1.205227e+00,-8.057651e-01
-1.205227e+00,-8.057651e-01
-1.301320e+00,-8.057651e-01
-1.279243e+00,-8.057651e-01
-1.440533e+00,-8.057651e-01
-1.440533e+00,-8.105748e-01
-1.440533e+00,-7.178860e-01
-1.440533e+00,-7.397371e-01
-1.664207e+00,-7.397371e-01
-1.664207e+00,-6.626278e-01
-1.664207e+00,-6.626278e-01
-1.664207e+00,-6.626278e-01
-1.664207e+00,-7.418495e-01
-1.664207e+00,-7.418495e-01
-1.664207e+00,-7.348541e-01
-1.668379e+00,-7.348541e-01
-1.668379e+00,-7.348541e-01
-1.668379e+00,-7.348541e-01
-1.668379e+00,-7.348541e-01
-1.668379e+00,-7.348541e-01
-1.668379e+00,-7.348541e-01
-1.578773e+00,-7.348541e-01
-1.609879e+00,-7.348541e-01
-1.714844e+00,-7.348541e-01
-1.592582e+00,-7.348541e-01
-1.592582e+00,-7.348541e-01
-1.811174e+00,-7.348541e-01
-1.811174e+00,-7.348541e-01
-1.718765e+00,-7.348541e-01
-1.680499e+00,-7.348541e-01
-1.708973e+00,-7.348541e-01
-1.708973e+00,-6.833561e-01
-1.708973e+00,-6.833561e-01
-1.821285e+00,-6.833561e-01
-1.821285e+00,-7.265645e-01
-1.821285e+00,-7.265645e-01
-1.883922e+00,-7.265645e-01
-1.883922e+00,-7.265645e-01
-1.883922e+00,-7.265645e-01
-1.797936e+00,-7.265645e-01
-1.698967e+00,-7.265645e-01
-1.698967e+00,-7.017350e-01
-1.764222e+00,-7.017350e-01
-1.843942e+00,-7.017350e-01
-1.893172e+00,-7.017350e-01
-1.893172e+00,-7.017350e-01
-1.893172e+00,-7.375895e-01
-1.893172e+00,-6.575209e-01
-1.893129e+00,-6.575209e-01
-1.987137e+00,-6.575209e-01
-1.987137e+00,-7.028703e-01
