4.000000e+01,-1.300000e+01,3.044056e+00
4.000000e+01,-1.300000e+01,3.018755e+00
4.000000e+01,-1.300000e+01,2.989065e+00
4.000000e+01,-1.300000e+01,2.989065e+00
4.000000e+01,-1.315535e+01,2.989065e+00
4.000000e+01,-1.315535e+01,2.989065e+00
4.041114e+01,-1.315535e+01,2.989065e+00
4.041114e+01,-1.315535e+01,3.012674e+00
4.041114e+01,-1.315535e+01,3.012674e+00
4.041114e+01,-1.315535e+01,3.007711e+00
4.041114e+01,-1.303091e+01,3.007711e+00
4.041114e+01,-1.303091e+01,3.033828e+00
4.041114e+01,-1.303091e+01,3.083977e+00
4.041114e+01,-1.303091e+01,3.083977e+00
4.032415e+01,-1.303091e+01,3.083977e+00
4.032415e+01,-1.305023e+01,3.083977e+00
4.032415e+01,-1.291601e+01,3.083977e+00
4.032415e+01,-1.291601e+01,3.083977e+00
4.032415e+01,-1.291601e+01,3.106874e+00
4.032415e+01,-1.291601e+01,3.106874e+00
4.032415e+01,-1.291601e+01,3.108837e+00
4.032415e+01,-1.297937e+01,3.108837e+00
4.032415e+01,-1.312161e+01,3.108837e+00
4.032415e+01,-1.312161e+01,3.108837e+00
4.059690e+01,-1.312161e+01,3.108837e+00
4.059690e+01,-1.312161e+01,3.014604e+00
4.059690e+01,-1.312161e+01,3.002757e+00
4.072488e+01,-1.312161e+01,3.002757e+00
4.072488e+01,-1.312161e+01,3.002757e+00
4.072488e+01,-1.312161e+01,2.935426e+00
4.072488e+01,-1.312161e+01,2.935426e+00
4.072488e+01,-1.313054e+01,2.935426e+00
4.072488e+01,-1.316697e+01,2.935426e+00
4.071922e+01,-1.316697e+01,2.935426e+00
4.071922e+01,-1.316697e+01,2.976269e+00
4.071922e+01,-1.316697e+01,2.946877e+00
4.074054e+01,-1.316697e+01,2.946877e+00
4.074054e+01,-1.316697e+01,2.946877e+00
4.074054e+01,-1.303566e+01,2.946877e+00
4.094049e+01,-1.303566e+01,2.946877e+00
4.094049e+01,-1.303566e+01,2.950947e+00
4.108751e+01,-1.303566e+01,2.950947e+00
4.108751e+01,-1.285851e+01,2.950947e+00
4.055923e+01,-1.285851e+01,2.950947e+00
4.055923e+01,-1.285851e+01,2.950947e+00
4.055923e+01,-1.274545e+01,2.950947e+00
4.055923e+01,-1.274545e+01,2.950947e+00
4.055923e+01,-1.291707e+01,2.950947e+00
4.055923e+01,-1.291707e+01,2.957886e+00
4.163458e+01,-1.291707e+01,2.957886e+00
4.163458e+01,-1.291707e+01,3.020618e+00
4.163458e+01,-1.293781e+01,3.020618e+00
4.161576e+01,-1.293781e+01,3.020618e+00
4.161576e+01,-1.283386e+01,3.020618e+00
4.161576e+01,-1.283386e+01,3.020618e+00
4.194415e+01,-1.283386e+01,3.020618e+00
4.194415e+01,-1.283386e+01,3.020618e+00
4.194415e+01,-1.283386e+01,3.035487e+00
4.194415e+01,-1.283386e+01,3.100525e+00
4.194415e+01,-1.283697e+01,3.100525e+00
4.194415e+01,-1.272946e+01,3.100525e+00
4.307511e+01,-1.272946e+01,3.100525e+00
4.321627e+01,-1.272946e+01,3.100525e+00
4.321627e+01,-1.272946e+01,3.182355e+00
4.321627e+01,-1.300900e+01,3.182355e+00
4.421637e+01,-1.300900e+01,3.182355e+00
4.421637e+01,-1.300900e+01,3.237815e+00
4.421637e+01,-1.297560e+01,3.237815e+00
4.421637e+01,-1.297560e+01,3.341201e+00
4.421637e+01,-1.298945e+01,3.341201e+00
4.421637e+01,-1.298945e+01,3.323041e+00
4.421637e+01,-1.298945e+01,3.290111e+00
4.421637e+01,-1.294693e+01,3.290111e+00
