4.000000e+01,-1.200289e+01,3.000000e+00,1.000000e+00
4.000000e+01,-1.209510e+01,3.000000e+00,1.000000e+00
4.000000e+01,-1.200394e+01,3.000000e+00,1.000000e+00
4.000000e+01,-1.200394e+01,3.000000e+00,1.014642e+00
4.000000e+01,-1.200394e+01,3.000000e+00,9.970870e-01
4.000000e+01,-1.200394e+01,3.000000e+00,9.970870e-01
4.000000e+01,-1.200394e+01,2.955830e+00,9.970870e-01
4.000000e+01,-1.200394e+01,2.912191e+00,9.970870e-01
4.000000e+01,-1.202116e+01,2.912191e+00,9.970870e-01
4.000000e+01,-1.211855e+01,2.912191e+00,9.970870e-01
4.000000e+01,-1.211855e+01,2.912191e+00,1.047751e+00
3.968280e+01,-1.211855e+01,2.912191e+00,1.047751e+00
3.968280e+01,-1.211855e+01,2.912191e+00,1.072238e+00
3.968280e+01,-1.207065e+01,2.912191e+00,1.072238e+00
3.968280e+01,-1.207065e+01,2.953622e+00,1.072238e+00
3.968280e+01,-1.202427e+01,2.953622e+00,1.072238e+00
4.009381e+01,-1.202427e+01,2.953622e+00,1.072238e+00
4.009381e+01,-1.202427e+01,3.087842e+00,1.072238e+00
4.009381e+01,-1.202427e+01,3.087842e+00,1.003226e+00
4.009381e+01,-1.202427e+01,3.087842e+00,1.159458e+00
4.009381e+01,-1.202427e+01,3.087842e+00,1.082206e+00
4.009381e+01,-1.202427e+01,3.087842e+00,1.108155e+00
4.018620e+01,-1.202427e+01,3.087842e+00,1.108155e+00
4.018620e+01,-1.202427e+01,3.200011e+00,1.108155e+00
4.018620e+01,-1.202427e+01,3.181622e+00,1.108155e+00
4.018620e+01,-1.202427e+01,3.224015e+00,1.108155e+00
4.018620e+01,-1.231982e+01,3.224015e+00,1.108155e+00
4.018620e+01,-1.223448e+01,3.224015e+00,1.108155e+00
4.018620e+01,-1.223448e+01,3.280783e+00,1.108155e+00
4.018620e+01,-1.223448e+01,3.280783e+00,1.109337e+00
4.018620e+01,-1.223448e+01,3.280783e+00,1.056950e+00
4.018620e+01,-1.223448e+01,3.280783e+00,1.056950e+00
4.031497e+01,-1.223448e+01,3.280783e+00,1.056950e+00
4.031497e+01,-1.226556e+01,3.280783e+00,1.056950e+00
4.031497e+01,-1.226556e+01,3.280783e+00,1.043949e+00
4.031497e+01,-1.226556e+01,3.235156e+00,1.043949e+00
4.031497e+01,-1.226556e+01,3.235156e+00,1.043949e+00
4.031497e+01,-1.226676e+01,3.235156e+00,1.043949e+00
