3.905512e-01,2.000000e-01
3.905512e-01,2.000000e-01
3.905512e-01,2.000000e-01
3.300683e-01,2.000000e-01
3.300683e-01,2.000000e-01
1.478297e-01,2.000000e-01
5.365056e-02,2.000000e-01
3.258391e-02,2.000000e-01
3.258391e-02,2.000000e-01
-1.021675e-01,2.000000e-01
-1.021675e-01,2.000000e-01
-1.021675e-01,2.000000e-01
-1.021675e-01,1.878299e-01
-2.338712e-01,1.878299e-01
-2.338712e-01,1.828837e-01
-2.879780e-01,1.828837e-01
-2.879780e-01,9.269464e-02
-2.879780e-01,9.269464e-02
-2.879780e-01,9.269464e-02
-2.879780e-01,7.791305e-02
-2.879780e-01,7.791305e-02
-2.879780e-01,-2.037516e-02
-3.777870e-01,-2.037516e-02
-3.777870e-01,-5.440984e-02
-4.196193e-01,-5.440984e-02
-4.196193e-01,-2.735187e-01
-4.196193e-01,-2.735187e-01
-4.196193e-01,-4.599576e-01
-5.391011e-01,-4.599576e-01
-6.581960e-01,-4.599576e-01
-6.581960e-01,-4.599576e-01
-7.292925e-01,-4.599576e-01
-7.292925e-01,-4.599576e-01
-8.381598e-01,-4.599576e-01
-8.381598e-01,-4.651384e-01
-8.444850e-01,-4.651384e-01
-8.444850e-01,-4.651384e-01
-8.918121e-01,-4.651384e-01
-8.918121e-01,-4.651384e-01
-8.918121e-01,-5.122718e-01
-8.918121e-01,-5.122718e-01
-8.918121e-01,-5.122718e-01
-8.918121e-01,-5.122718e-01
-9.104069e-01,-5.122718e-01
-9.104069e-01,-5.122718e-01
-9.992215e-01,-5.122718e-01
-9.992215e-01,-5.122718e-01
-9.992215e-01,-5.122718e-01
-9.992215e-01,-5.122718e-01
-9.992215e-01,-5.122718e-01
-1.034074e+00,-5.122718e-01
-1.034074e+00,-5.122718e-01
-1.076548e+00,-5.122718e-01
-1.144946e+00,-5.122718e-01
-1.144946e+00,-5.122718e-01
-1.144946e+00,-5.783509e-01
-1.144946e+00,-6.290690e-01
-1.250499e+00,-6.290690e-01
-1.250499e+00,-6.290690e-01
-1.230781e+00,-6.290690e-01
-1.289169e+00,-6.290690e-01
-1.289169e+00,-6.290690e-01
-1.309520e+00,-6.290690e-01
-1.309520e+00,-6.817961e-01
-1.309520e+00,-7.869947e-01
-1.280580e+00,-7.869947e-01
-1.264899e+00,-7.869947e-01
-1.264899e+00,-7.933308e-01
-1.328311e+00,-7.933308e-01
-1.328311e+00,-7.232487e-01
-1.328311e+00,-7.232487e-01
-1.328311e+00,-7.894254e-01
-1.330175e+00,-7.894254e-01
-1.147014e+00,-7.894254e-01
-1.147014e+00,-7.864109e-01
-1.136938e+00,-7.864109e-01
-1.136938e+00,-7.864109e-01
-1.139277e+00,-7.864109e-01
-1.139277e+00,-7.864109e-01
-1.139277e+00,-7.804864e-01
-1.101662e+00,-7.804864e-01
-1.101662e+00,-7.804864e-01
-1.101662e+00,-7.924882e-01
-1.031928e+00,-7.924882e-01
-1.187264e+00,-7.924882e-01
-1.141994e+00,-7.924882e-01
-1.141994e+00,-8.637171e-01
-1.144693e+00,-8.637171e-01
-1.073456e+00,-8.637171e-01
-1.073456e+00,-8.374071e-01
-1.073456e+00,-8.374071e-01
-1.068542e+00,-8.374071e-01
-1.068542e+00,-8.374071e-01
-1.052952e+00,-8.374071e-01
-1.052952e+00,-8.374071e-01
