1.510000e+01,-1.188922e+01,3.300000e+00,8.000000e-01
1.510000e+01,-1.193567e+01,3.300000e+00,8.000000e-01
1.510000e+01,-1.193567e+01,3.283665e+00,8.000000e-01
1.514048e+01,-1.193567e+01,3.283665e+00,8.000000e-01
1.514048e+01,-1.184842e+01,3.283665e+00,8.000000e-01
1.514048e+01,-1.184842e+01,3.283665e+00,8.480255e-01
1.514048e+01,-1.184842e+01,3.283665e+00,8.952600e-01
1.514048e+01,-1.184842e+01,3.283665e+00,8.688913e-01
1.513378e+01,-1.184842e+01,3.283665e+00,8.688913e-01
1.509163e+01,-1.184842e+01,3.283665e+00,8.688913e-01
1.509163e+01,-1.184842e+01,3.283665e+00,9.383508e-01
1.509163e+01,-1.184842e+01,3.276559e+00,9.383508e-01
1.509163e+01,-1.184842e+01,3.276559e+00,9.383508e-01
1.509163e+01,-1.182139e+01,3.276559e+00,9.383508e-01
1.509163e+01,-1.182139e+01,3.276817e+00,9.383508e-01
1.509163e+01,-1.182139e+01,3.276817e+00,9.332522e-01
1.509163e+01,-1.182139e+01,3.276817e+00,9.364058e-01
1.509163e+01,-1.181461e+01,3.276817e+00,9.364058e-01
1.517986e+01,-1.181461e+01,3.276817e+00,9.364058e-01
1.517986e+01,-1.181461e+01,3.288573e+00,9.364058e-01
1.517986e+01,-1.181870e+01,3.288573e+00,9.364058e-01
1.516722e+01,-1.181870e+01,3.288573e+00,9.364058e-01
1.516722e+01,-1.181870e+01,3.288573e+00,9.465099e-01
1.516722e+01,-1.181870e+01,3.288573e+00,9.725625e-01
1.516722e+01,-1.181870e+01,3.288573e+00,9.725625e-01
1.516722e+01,-1.181870e+01,3.288573e+00,1.015848e+00
1.516722e+01,-1.182738e+01,3.288573e+00,1.015848e+00
1.516722e+01,-1.182738e+01,3.288573e+00,1.015848e+00
1.516722e+01,-1.182738e+01,3.288573e+00,1.005152e+00
1.516722e+01,-1.182738e+01,3.288573e+00,1.049418e+00
